OBJECTID,L0Continuum_of_Care_Grantee_Are,COCNUM,COCCAT,TOT_18,SH_ES_18,SH_TH_18,SH_SH_18,SH_TOT_18,UNSH_TOT_18,IND_TOT_18,SH_ES_IND_18,SH_TH_IND_18,SH_SH_IND_18,SH_TOT_IND_18,UNSH_IND_18,PFAM_TOT_18,SH_ES_PFAM_18,SH_TH_PFAM_18,SH_TOT_PFAM_18,UNSH_PFAM_18,FAM_TOT_18,SH_ES_FAM_18,SH_TH_FAM_18,SH_TOT_FAM_18,UNSH_FAM_18,CH_TOT_18,SH_ES_CH_18,SH_SH_CH_18,SH_TOT_CH_18,UNSH_CH_18,CH_IND_TOT_18,SH_ES_CH_IND_18,SH_SH_CH_IND_18,SH_TOT_CH_IND_18,UNSH_CH_IND_18,CH_PFAM_TOT_18,SH_ES_CH_PFAM_18,SH_TOT_CH_PFAM_18,UNSH_CH_PFAM_18,VETS_TOT_18,SH_ES_VETS_18,SH_TH_VETS_18,SH_SH_VETS_18,SH_TOT_VETS_18,UNSH_VETS_18,UY_TOT_18,SH_ES_UY_18,SH_TH_UY_18,SH_SH_UY_18,SH_TOT_UY_18,UNSH_UY_18,UYLT18_TOT_18,SH_ES_UYLT18_18,SH_TH_UYLT18_18,SH_SH_UYLT18_18,SH_TOT_UYLT18_18,UNSH_UYLT18_18,UY1824_TOT_18,SH_ES_UY1824_18,SH_TH_UY1824_18,SH_SH_UY1824_18,SH_TOT_UY1824_18,UNSH_UY1824_18,PY_TOT_18,SH_ES_PY_18,SH_TH_PY_18,SH_TOT_PY_18,UNSH_PY_18,PYLT18_TOT_18,SH_ES_PYLT18_18,SH_TH_PYLT18_18,SH_TOT_PYLT18_18,UNSH_PYLT18_18,PY1824_TOT_18,SH_ES_PY1824_18,SH_TH_PY1824_18,SH_TOT_PY1824_18,UNSH_PY1824_18,CPY_TOT_18,SH_ES_CPY_18,SH_TH_CPY_18,SH_TOT_CPY_18,UNSH_CPY_18,TOT_13,SH_ES_13,SH_TH_13,SH_SH_13,SH_TOT_13,UNSH_TOT_13,IND_TOT_13,SH_ES_IND_13,SH_TH_IND_13,SH_SH_IND_13,SH_TOT_IND_13,UNSH_IND_13,PFAM_TOT_13,SH_ES_PFAM_13,SH_TH_PFAM_13,SH_TOT_PFAM_13,UNSH_PFAM_13,FAM_TOT_13,SH_ES_FAM_13,SH_TH_FAM_13,SH_TOT_FAM_13,UNSH_FAM_13,CH_TOT_13,SH_ES_CH_13,SH_SH_CH_13,SH_TOT_CH_13,UNSH_CH_13,CH_IND_TOT_13,SH_ES_CH_IND_13,SH_SH_CH_IND_13,SH_TOT_CH_IND_13,UNSH_CH_IND_13,CH_PFAM_TOT_13,SH_ES_CH_PFAM_13,SH_TOT_CH_PFAM_13,UNSH_CH_PFAM_13,VETS_TOT_13,SH_TOT_VETS_13,UNSH_VETS_13,TOT_08,SH_ES_08,SH_TH_08,SH_SH_08,SH_TOT_08,UNSH_TOT_08,IND_TOT_08,SH_ES_IND_08,SH_TH_IND_08,SH_SH_IND_08,SH_TOT_IND_08,UNSH_IND_08,PFAM_TOT_08,SH_ES_PFAM_08,SH_TH_PFAM_08,SH_TOT_PFAM_08,UNSH_PFAM_08,FAM_TOT_08,SH_ES_FAM_08,SH_TH_FAM_08,SH_TOT_FAM_08,UNSH_FAM_08,CH_IND_TOT_08,SH_TOT_CH_IND_08,UNSH_CH_IND_08,Merger_flag,COCNAME,SHAPE_Length,SHAPE_Area
334,Schenectady City & County CoC,NY-507,Suburban CoCs,393,345,37,0,382,11,214,185,18,0,203,11,179,160,19,179,0,54,46,8,54,0,38,38,0,38,0,34,34,0,34,0,4,4,4,0,26,21,1,0,22,4,31,27,3,0,30,1,2,2,0,0,2,0,29,25,3,0,28,1,8,5,3,8,0,0,0,0,0,0,8,5,3,8,0,9,6,3,9,0,327,266,36,0,302,25,194,153,16,0,169,25,133,113,20,133,0,50,43,7,50,0,52,34,0,34,18,44,26,0,26,18,8,8,8,0,25,17,8,195,111,18,0,129,66,152,89,4,0,93,59,43,22,14,36,7,15,7,5,12,3,30,11,19,0,Schenectady City & County CoC,1.31435907227128,0.0596926788767598
335,Ithaca/Tompkins County CoC,NY-510,Rural CoCs,91,33,13,0,46,45,75,19,11,0,30,45,16,14,2,16,0,6,5,1,6,0,5,1,0,1,4,5,1,0,1,4,0,0,0,0,8,3,0,0,3,5,12,3,7,0,10,2,0,0,0,0,0,0,12,3,7,0,10,2,2,1,1,2,0,0,0,0,0,0,2,1,1,2,0,2,1,1,2,0,47,13,26,0,39,8,28,13,7,0,20,8,19,0,19,19,0,9,0,9,9,0,3,2,0,2,1,3,2,0,2,1,0,0,0,0,1,0,1,78,38,24,0,62,16,46,30,0,0,30,16,32,8,24,32,0,10,2,8,10,0,8,6,2,0,Ithaca/Tompkins County CoC,1.87829231076144,0.139325573589311
336,"Binghamton, Union Town/Broome, Otsego, Chenango, Delaware, Cortland, Tioga Counties CoC",NY-511,Rural CoCs,244,92,74,0,166,78,211,74,71,0,145,66,33,18,3,21,12,13,6,1,7,6,21,11,0,11,10,21,11,0,11,10,0,0,0,0,17,4,13,0,17,0,36,7,14,0,21,15,9,2,7,0,9,0,27,5,7,0,12,15,10,5,0,5,5,2,2,0,2,0,8,3,0,3,5,9,4,0,4,5,276,129,135,0,264,12,233,96,125,0,221,12,43,33,10,43,0,15,10,5,15,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,8,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Binghamton, Union Town/Broome, Otsego, Chenango, Delaware, Cortland, Tioga Counties CoC",6.65269003427432,1.44977893274815
337,Clinton County CoC,NY-516,Rural CoCs,197,188,8,0,196,1,114,105,8,0,113,1,83,83,0,83,0,26,26,0,26,0,13,13,0,13,0,9,9,0,9,0,4,4,4,0,4,4,0,0,4,0,9,7,2,0,9,0,0,0,0,0,0,0,9,7,2,0,9,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,140,133,0,0,133,7,91,84,0,0,84,7,49,49,0,49,0,17,17,0,17,0,25,20,0,20,5,23,18,0,18,5,2,2,2,0,7,4,3,53,42,6,0,48,5,50,42,3,0,45,5,3,0,3,3,0,1,0,1,1,0,3,3,0,0,Clinton County CoC,2.53959184628248,0.328856629459175
338,"Columbia, Greene Counties CoC",NY-519,Rural CoCs,196,188,3,0,191,5,113,108,0,0,108,5,83,80,3,83,0,25,24,1,25,0,4,4,0,4,0,2,2,0,2,0,2,2,2,0,0,0,0,0,0,0,13,13,0,0,13,0,0,0,0,0,0,0,13,13,0,0,13,0,8,8,0,8,0,0,0,0,0,0,8,8,0,8,0,8,8,0,8,0,112,99,9,0,108,4,67,63,0,0,63,4,45,36,9,45,0,14,12,2,14,0,2,2,0,2,0,2,2,0,2,0,0,0,0,0,1,1,0,172,141,31,0,172,0,96,77,19,0,96,0,76,64,12,76,0,26,22,4,26,0,5,5,0,0,"Columbia, Greene Counties CoC",3.14140448601602,0.369164609561709
339,"Franklin, Essex Counties CoC",NY-520,Rural CoCs,42,28,14,0,42,0,25,20,5,0,25,0,17,8,9,17,0,5,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,31,0,0,31,3,30,27,0,0,27,3,4,4,0,4,0,1,1,0,1,0,9,7,0,7,2,5,3,0,3,2,4,4,4,0,6,4,2,10,6,0,0,6,4,10,6,0,0,6,4,0,0,0,0,0,0,0,0,0,0,5,4,1,0,"Franklin, Essex Counties CoC",5.46737343425508,1.05624874343849
340,Poughkeepsie/Dutchess County CoC,NY-601,Suburban CoCs,399,219,171,0,390,9,226,120,97,0,217,9,173,99,74,173,0,61,36,25,61,0,26,22,0,22,4,13,9,0,9,4,13,13,13,0,5,1,4,0,5,0,29,21,8,0,29,0,6,6,0,0,6,0,23,15,8,0,23,0,4,4,0,4,0,0,0,0,0,0,4,4,0,4,0,5,5,0,5,0,397,196,188,0,384,13,185,97,75,0,172,13,212,99,113,212,0,78,39,39,78,0,25,16,0,16,9,17,8,0,8,9,8,8,8,0,7,6,1,547,219,244,0,463,84,288,114,119,0,233,55,259,105,125,230,29,93,34,49,83,10,163,88,75,0,Poughkeepsie/Dutchess County CoC,2.22588651362764,0.231450292115599
341,"Yonkers, Mount Vernon/Westchester County CoC",NY-604,Suburban CoCs,1827,1081,702,0,1783,44,611,505,62,0,567,44,1216,576,640,1216,0,396,195,201,396,0,164,150,0,150,14,140,126,0,126,14,24,24,24,0,45,28,14,0,42,3,73,38,31,0,69,4,7,6,1,0,7,0,66,32,30,0,62,4,70,41,29,70,0,1,1,0,1,0,69,40,29,69,0,85,48,37,85,0,2054,873,1159,0,2032,22,708,528,160,0,688,20,1346,345,999,1344,2,439,105,333,438,1,437,424,0,424,13,225,212,0,212,13,212,212,212,0,173,169,4,1829,514,1179,0,1693,136,690,396,158,0,554,136,1139,118,1021,1139,0,365,38,327,365,0,140,43,97,0,"Yonkers, Mount Vernon/Westchester County CoC",2.84153427656078,0.124895326849178
342,Rockland County CoC,NY-606,Suburban CoCs,180,95,35,0,130,50,145,60,35,0,95,50,35,35,0,35,0,13,13,0,13,0,37,16,0,16,21,25,4,0,4,21,12,12,12,0,3,3,0,0,3,0,10,3,7,0,10,0,0,0,0,0,0,0,10,3,7,0,10,0,3,3,0,3,0,0,0,0,0,0,3,3,0,3,0,5,5,0,5,0,107,62,42,0,104,3,55,23,29,0,52,3,52,39,13,52,0,19,14,5,19,0,3,0,0,0,3,3,0,0,0,3,0,0,0,0,1,1,0,141,38,46,0,84,57,91,1,33,0,34,57,50,37,13,50,0,21,15,6,21,0,30,13,17,0,Rockland County CoC,1.23218899845144,0.0496141983252702
343,Kingston/Ulster County CoC,NY-608,Rural CoCs,464,403,29,0,432,32,160,107,27,0,134,26,304,296,2,298,6,91,88,1,89,2,32,23,0,23,9,14,7,0,7,7,18,16,16,2,5,3,0,0,3,2,29,17,10,0,27,2,6,4,2,0,6,0,23,13,8,0,21,2,9,6,3,9,0,2,0,2,2,0,7,6,1,7,0,12,9,3,12,0,442,291,41,0,332,110,229,116,25,0,141,88,213,175,16,191,22,68,57,6,63,5,81,51,0,51,30,40,16,0,16,24,41,35,35,6,5,4,1,395,122,85,0,207,188,275,50,82,0,132,143,120,72,3,75,45,36,22,1,23,13,49,7,42,0,Kingston/Ulster County CoC,2.93861053945412,0.326125630073849
344,Cleveland/Cuyahoga County CoC,OH-502,Suburban CoCs,1808,1597,95,38,1730,78,1377,1166,95,38,1299,78,431,431,0,431,0,123,123,0,123,0,172,111,16,127,45,172,111,16,127,45,0,0,0,0,159,44,95,19,158,1,104,93,0,0,93,11,0,0,0,0,0,0,104,93,0,0,93,11,12,12,0,12,0,0,0,0,0,0,12,12,0,12,0,19,19,0,19,0,2129,1137,896,19,2052,77,1530,849,585,19,1453,77,599,288,311,599,0,195,94,101,195,0,303,247,19,266,37,291,235,19,254,37,12,12,12,0,313,299,14,2242,1249,842,0,2091,151,1790,1030,619,0,1649,141,452,219,223,442,10,149,72,74,146,3,698,620,78,0,Cleveland/Cuyahoga County CoC,2.03703386654261,0.12813963021695
345,Columbus/Franklin County CoC,OH-503,Major Cities,1807,1427,92,0,1519,288,1241,912,47,0,959,282,566,515,45,560,6,169,147,20,167,2,137,41,0,41,96,137,41,0,41,96,0,0,0,0,100,60,26,0,86,14,125,79,17,0,96,29,4,4,0,0,4,0,121,75,17,0,92,29,49,28,21,49,0,0,0,0,0,0,49,28,21,49,0,62,38,24,62,0,1488,1016,228,0,1244,244,1091,746,114,0,860,231,397,270,114,384,13,123,81,38,119,4,309,132,0,132,177,309,132,0,132,177,0,0,0,0,148,122,26,1341,1089,135,0,1224,117,851,629,105,0,734,117,490,460,30,490,0,148,134,14,148,0,238,133,105,0,Columbus/Franklin County CoC,1.89698050606453,0.149562411049432
346,"Canton, Massillon, Alliance/Stark County CoC",OH-508,Suburban CoCs,278,221,17,0,238,40,145,103,2,0,105,40,133,118,15,133,0,43,38,5,43,0,3,0,0,0,3,3,0,0,0,3,0,0,0,0,15,10,0,0,10,5,10,6,0,0,6,4,0,0,0,0,0,0,10,6,0,0,6,4,9,9,0,9,0,0,0,0,0,0,9,9,0,9,0,14,14,0,14,0,522,247,200,19,466,56,292,143,82,19,244,48,230,104,118,222,8,92,35,54,89,3,71,29,18,47,24,54,12,18,30,24,17,17,17,0,52,44,8,909,209,187,0,396,513,508,119,46,0,165,343,401,90,141,231,170,128,32,43,75,53,119,36,83,0,"Canton, Massillon, Alliance/Stark County CoC",1.88951207026706,0.160675651205789
347,North Central Oklahoma CoC,OK-500,Rural CoCs,181,89,52,0,141,40,98,44,19,0,63,35,83,45,33,78,5,27,15,11,26,1,7,6,0,6,1,3,2,0,2,1,4,4,4,0,1,0,0,0,0,1,18,14,3,0,17,1,4,4,0,0,4,0,14,10,3,0,13,1,5,2,3,5,0,0,0,0,0,0,5,2,3,5,0,7,2,5,7,0,190,78,67,0,145,45,87,23,38,0,61,26,103,55,29,84,19,36,19,10,29,7,35,28,0,28,7,16,11,0,11,5,19,17,17,2,14,13,1,241,197,18,0,215,26,136,95,18,0,113,23,105,102,0,102,3,34,33,0,33,1,6,2,4,0,North Central Oklahoma CoC,7.75405127875024,2.16291236675348
348,Puerto Rico Balance of Commonwealth CoC,PR-502,Suburban CoCs,1643,153,277,12,442,1201,1527,127,216,12,355,1172,116,26,61,87,29,37,8,22,30,7,662,54,12,66,596,656,50,12,62,594,6,4,4,2,47,1,4,0,5,42,46,2,7,0,9,37,0,0,0,0,0,0,46,2,7,0,9,37,7,1,4,5,2,0,0,0,0,0,7,1,4,5,2,8,3,4,7,1,2094,188,718,21,927,1167,1789,165,498,21,684,1105,305,23,220,243,62,97,8,66,74,23,659,95,21,116,543,655,95,21,116,539,4,0,0,4,28,15,13,707,0,8,0,8,699,663,0,8,0,8,655,44,0,0,0,44,22,0,0,0,22,1488,567,921,1,Puerto Rico Balance of Commonwealth CoC,5.57184801543798,0.229679103981974
349,South-Southeast Puerto Rico CoC,PR-503,Suburban CoCs,1539,189,35,4,228,1311,1394,186,35,4,225,1169,145,3,0,3,142,38,1,0,1,37,429,86,3,89,340,418,86,3,89,329,11,0,0,11,35,2,11,0,13,22,58,6,0,0,6,52,5,4,0,0,4,1,53,2,0,0,2,51,6,0,0,0,6,0,0,0,0,0,6,0,0,0,6,6,0,0,0,6,2034,151,277,47,475,1559,1681,135,191,47,373,1308,353,16,86,102,251,88,8,25,33,55,1471,100,45,145,1326,974,95,45,140,834,497,5,5,492,54,25,29,2305,298,504,0,802,1503,2005,223,432,0,655,1350,300,75,72,147,153,69,22,23,45,24,1429,459,970,1,South-Southeast Puerto Rico CoC,13.7130827236542,0.527957328238288
350,Eastern Pennsylvania CoC,PA-509,Rural CoCs,1998,1032,620,0,1652,346,1108,535,247,0,782,326,890,497,373,870,20,288,155,127,282,6,91,67,0,67,24,73,53,0,53,20,18,14,14,4,97,36,49,0,85,12,143,72,41,0,113,30,14,11,2,0,13,1,129,61,39,0,100,29,63,28,35,63,0,0,0,0,0,0,63,28,35,63,0,95,44,51,95,0,2081,856,908,0,1764,317,974,473,245,0,718,256,1107,383,663,1046,61,363,119,224,343,20,202,92,0,92,110,179,77,0,77,102,23,15,15,8,136,83,53,1759,725,921,0,1646,113,773,407,273,0,680,93,986,318,648,966,20,332,106,220,326,6,152,103,49,1,Eastern Pennsylvania CoC,19.6995061466413,5.82020783938998
351,Western Pennsylvania CoC,PA-601,Rural CoCs,748,435,266,9,710,38,471,294,137,9,440,31,277,141,129,270,7,89,46,41,87,2,46,37,0,37,9,46,37,0,37,9,0,0,0,0,102,31,66,0,97,5,54,28,18,1,47,7,0,0,0,0,0,0,54,28,18,1,47,7,12,3,8,11,1,0,0,0,0,0,12,3,8,11,1,13,3,9,12,1,1170,521,504,35,1060,110,654,356,184,35,575,79,516,165,320,485,31,171,58,104,162,9,176,140,18,158,18,154,118,18,136,18,22,22,22,0,161,157,4,862,341,454,0,795,67,434,201,178,0,379,55,428,140,276,416,12,141,46,90,136,5,76,60,16,1,Western Pennsylvania CoC,12.9632878261325,4.26780469606695
352,Columbia/Midlands CoC,SC-502,Suburban CoCs,1205,726,279,0,1005,200,954,620,146,0,766,188,251,106,133,239,12,84,37,43,80,4,248,166,0,166,82,241,166,0,166,75,7,0,0,7,146,44,80,0,124,22,80,45,22,0,67,13,4,3,1,0,4,0,76,42,21,0,63,13,5,3,2,5,0,0,0,0,0,0,5,3,2,5,0,12,7,5,12,0,2007,609,464,0,1073,934,1558,478,278,0,756,802,449,131,186,317,132,169,46,69,115,54,179,70,0,70,109,164,55,0,55,109,15,15,15,0,243,142,101,1569,531,415,0,946,623,1278,403,317,0,720,558,291,128,98,226,65,97,44,34,78,19,185,105,80,0,Columbia/Midlands CoC,11.1592377683669,2.38289952519764
353,Memphis/Shelby County CoC,TN-501,Major Cities,1226,598,526,0,1124,102,878,505,271,0,776,102,348,93,255,348,0,109,34,75,109,0,87,79,0,79,8,87,79,0,79,8,0,0,0,0,231,98,120,0,218,13,70,42,22,0,64,6,34,18,16,0,34,0,36,24,6,0,30,6,9,4,5,9,0,0,0,0,0,0,9,4,5,9,0,14,10,4,14,0,1816,461,1199,0,1660,156,1151,356,639,0,995,156,665,105,560,665,0,216,33,183,216,0,177,82,0,82,95,174,79,0,79,95,3,3,3,0,218,197,21,1566,353,1129,0,1482,84,1007,253,672,0,925,82,559,100,457,557,2,215,36,178,214,1,66,39,27,0,Memphis/Shelby County CoC,2.40419307755218,0.2012037226519
354,Upper Cumberland CoC,TN-506,Rural CoCs,258,194,18,0,212,46,150,113,8,0,121,29,108,81,10,91,17,32,23,5,28,4,9,5,0,5,4,5,3,0,3,2,4,2,2,2,8,6,1,0,7,1,8,7,0,0,7,1,0,0,0,0,0,0,8,7,0,0,7,1,4,3,1,4,0,0,0,0,0,0,4,3,1,4,0,10,9,1,10,0,372,80,68,0,148,224,207,60,26,0,86,121,165,20,42,62,103,51,6,15,21,30,74,18,0,18,56,43,14,0,14,29,31,4,4,27,11,3,8,704,176,20,0,196,508,333,102,14,0,116,217,371,74,6,80,291,133,27,2,29,104,217,79,138,0,Upper Cumberland CoC,8.87905242807936,1.83629988226004
355,Austin/Travis County CoC,TX-503,Major Cities,2147,730,388,15,1133,1014,1595,514,58,15,587,1008,552,216,330,546,6,159,65,92,157,2,498,165,8,173,325,484,151,8,159,325,14,14,14,0,170,59,28,15,102,68,98,38,9,0,47,51,11,10,0,0,10,1,87,28,9,0,37,50,29,8,21,29,0,0,0,0,0,0,29,8,21,29,0,47,14,33,47,0,2090,847,463,15,1325,765,1474,627,67,15,709,765,616,220,396,616,0,195,68,127,195,0,458,115,15,130,328,432,89,15,104,328,26,26,26,0,300,125,175,3451,846,459,0,1305,2146,2881,609,156,0,765,2116,570,237,303,540,30,160,71,80,151,9,919,242,677,0,Austin/Travis County CoC,3.12469878272999,0.256300404719827
356,"Fort Worth, Arlington/Tarrant County CoC",TX-601,Major Cities,2015,1228,89,20,1337,678,1605,840,76,20,936,669,410,388,13,401,9,133,126,3,129,4,278,157,14,171,107,254,133,14,147,107,24,24,24,0,159,61,66,1,128,31,87,52,2,0,54,33,10,10,0,0,10,0,77,42,2,0,44,33,5,5,0,5,0,0,0,0,0,0,5,5,0,5,0,5,5,0,5,0,2390,1126,965,18,2109,281,1282,771,212,18,1001,281,1108,355,753,1108,0,336,110,226,336,0,226,147,12,159,67,208,129,12,141,67,18,18,18,0,217,166,51,2676,1226,1247,0,2473,203,1442,923,316,0,1239,203,1234,303,931,1234,0,394,98,296,394,0,519,426,93,0,"Fort Worth, Arlington/Tarrant County CoC",3.91361665884345,0.450008300923843
357,Texas Balance of State CoC,TX-607,Rural CoCs,7638,2881,679,0,3560,4078,5767,1649,240,0,1889,3878,1871,1232,439,1671,200,566,374,140,514,52,644,135,0,135,509,638,129,0,129,509,6,6,6,0,451,135,9,0,144,307,443,129,31,0,160,283,31,12,2,0,14,17,412,117,29,0,146,266,67,45,16,61,6,10,6,0,6,4,57,39,16,55,2,114,76,30,106,8,10128,2575,1363,0,3938,6190,7519,1293,885,0,2178,5341,2609,1282,478,1760,849,730,357,140,497,233,2022,456,0,456,1566,1861,392,0,392,1469,161,64,64,97,1766,701,1065,13298,5691,1568,0,7259,6039,8628,3574,926,0,4500,4128,4670,2117,642,2759,1911,1204,474,197,671,533,2070,1032,1038,1,Texas Balance of State CoC,152.052494228931,56.1961224225782
358,"Richmond/Henrico, Chesterfield, Hanover Counties CoC",VA-500,Suburban CoCs,609,406,93,6,505,104,485,294,81,6,381,104,124,112,12,124,0,49,45,4,49,0,90,65,3,68,22,83,58,3,61,22,7,7,7,0,92,23,59,0,82,10,36,19,9,0,28,8,0,0,0,0,0,0,36,19,9,0,28,8,8,8,0,8,0,0,0,0,0,0,8,8,0,8,0,10,10,0,10,0,881,463,349,13,825,56,704,355,282,13,650,54,177,108,67,175,2,56,30,25,55,1,58,46,2,48,10,49,37,2,39,10,9,9,9,0,109,101,8,1073,349,558,0,907,166,831,257,408,0,665,166,242,92,150,242,0,89,32,57,89,0,72,39,33,0,"Richmond/Henrico, Chesterfield, Hanover Counties CoC",6.27893317770272,0.574709705509523
359,"Medford, Ashland/Jackson County CoC",OR-502,Suburban CoCs,732,240,163,0,403,329,624,192,115,0,307,317,108,48,48,96,12,39,14,21,35,4,259,67,0,67,192,245,63,0,63,182,14,4,4,10,116,33,49,0,82,34,64,19,18,0,37,27,15,9,6,0,15,0,49,10,12,0,22,27,11,1,10,11,0,0,0,0,0,0,11,1,10,11,0,13,1,12,13,0,548,237,199,0,436,112,472,213,150,0,363,109,76,24,49,73,3,24,8,15,23,1,172,115,0,115,57,166,113,0,113,53,6,2,2,4,226,198,28,654,628,0,0,628,26,366,340,0,0,340,26,288,288,0,288,0,119,119,0,119,0,134,108,26,0,"Medford, Ashland/Jackson County CoC",3.90370397996312,0.793848641740307
360,Central Oregon CoC,OR-503,Rural CoCs,787,191,41,0,232,555,588,161,37,0,198,390,199,30,4,34,165,62,11,2,13,49,172,23,0,23,149,139,19,0,19,120,33,4,4,29,60,17,7,0,24,36,98,25,17,0,42,56,15,5,3,0,8,7,83,20,14,0,34,49,5,2,2,4,1,0,0,0,0,0,5,2,2,4,1,5,2,2,4,1,506,126,135,0,261,245,316,94,56,0,150,166,190,32,79,111,79,60,10,25,35,25,137,19,0,19,118,73,16,0,16,57,64,3,3,61,40,18,22,1736,148,122,0,270,1466,583,93,19,0,112,471,1153,55,103,158,995,358,18,31,49,309,306,54,252,0,Central Oregon CoC,8.22088506237441,2.27260058108734
361,Imperial County CoC,CA-613,Suburban CoCs,1493,117,43,0,160,1333,1311,30,10,0,40,1271,182,87,33,120,62,58,31,11,42,16,44,1,0,1,43,30,1,0,1,29,14,0,0,14,130,3,0,0,3,127,96,11,9,0,20,76,12,6,6,0,12,0,84,5,3,0,8,76,14,6,4,10,4,0,0,0,0,0,14,6,4,10,4,9,3,4,7,2,252,89,59,0,148,104,161,63,0,0,63,98,91,26,59,85,6,30,8,20,28,2,138,52,0,52,86,93,33,0,33,60,45,19,19,26,7,4,3,393,91,65,0,156,237,289,52,0,0,52,237,104,39,65,104,0,33,12,21,33,0,249,12,237,0,Imperial County CoC,5.03679231969777,1.12023917248689
362,"Wayne, Ontario, Seneca, Yates Counties CoC",NY-513,Rural CoCs,182,83,66,14,163,19,182,83,66,14,163,19,0,0,0,0,0,0,0,0,0,0,6,4,2,6,0,6,4,2,6,0,0,0,0,0,20,0,6,14,20,0,31,24,6,0,30,1,4,4,0,0,4,0,27,20,6,0,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,139,32,0,171,0,159,127,32,0,159,0,12,12,0,12,0,3,3,0,3,0,21,21,0,21,0,21,21,0,21,0,0,0,0,0,62,62,0,88,88,0,0,88,0,47,47,0,0,47,0,41,41,0,41,0,16,16,0,16,0,5,5,0,0,"Wayne, Ontario, Seneca, Yates Counties CoC",4.56784285661791,0.580759694190208
363,Amarillo CoC,TX-611,Other Urban CoCs,665,558,0,0,558,107,595,488,0,0,488,107,70,70,0,70,0,27,27,0,27,0,47,0,0,0,47,47,0,0,0,47,0,0,0,0,45,38,0,0,38,7,35,34,0,0,34,1,0,0,0,0,0,0,35,34,0,0,34,1,4,4,0,4,0,0,0,0,0,0,4,4,0,4,0,4,4,0,4,0,516,398,70,0,468,48,391,338,5,0,343,48,125,60,65,125,0,40,21,19,40,0,122,105,0,105,17,120,103,0,103,17,2,2,2,0,106,96,10,540,395,91,0,486,54,351,291,6,0,297,54,189,104,85,189,0,61,36,25,61,0,45,33,12,0,Amarillo CoC,1.49237844165584,0.0262904693858373
364,Asheville/Buncombe County CoC,NC-501,Suburban CoCs,554,281,216,0,497,57,515,265,199,0,464,51,39,16,17,33,6,13,6,6,12,1,82,61,0,61,21,82,61,0,61,21,0,0,0,0,247,77,165,0,242,5,23,14,6,0,20,3,4,4,0,0,4,0,19,10,6,0,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,570,247,266,0,513,57,478,203,218,0,421,57,92,44,48,92,0,33,14,19,33,0,54,26,0,26,28,54,26,0,26,28,0,0,0,0,232,230,2,509,266,163,0,429,80,407,206,124,0,330,77,102,60,39,99,3,34,17,14,31,3,175,112,63,0,Asheville/Buncombe County CoC,2.45155070086704,0.170079776021391
365,"Greensboro, High Point CoC",NC-504,Other Urban CoCs,657,460,85,0,545,112,480,323,53,0,376,104,177,137,32,169,8,53,41,10,51,2,36,36,0,36,0,32,32,0,32,0,4,4,4,0,55,18,37,0,55,0,41,34,3,0,37,4,13,12,1,0,13,0,28,22,2,0,24,4,14,7,5,12,2,2,0,2,2,0,12,7,3,10,2,17,9,6,15,2,949,441,340,0,781,168,651,327,162,0,489,162,298,114,178,292,6,94,36,55,91,3,148,57,0,57,91,143,54,0,54,89,5,3,3,2,78,60,18,987,415,464,0,879,108,680,321,263,0,584,96,307,94,201,295,12,95,26,64,90,5,101,51,50,0,"Greensboro, High Point CoC",2.60329442662132,0.170082115770346
366,Raleigh/Wake County CoC,NC-507,Major Cities,983,604,187,0,791,192,665,404,74,0,478,187,318,200,113,313,5,93,59,32,91,2,121,50,0,50,71,118,47,0,47,71,3,3,3,0,80,49,14,0,63,17,45,27,8,0,35,10,2,2,0,0,2,0,43,25,8,0,33,10,12,6,6,12,0,0,0,0,0,0,12,6,6,12,0,19,10,9,19,0,1098,739,263,0,1002,96,817,615,108,0,723,94,281,124,155,279,2,86,37,48,85,1,140,135,0,135,5,129,124,0,124,5,11,11,11,0,203,202,1,1144,681,390,0,1071,73,826,513,240,0,753,73,318,168,150,318,0,122,50,72,122,0,109,91,18,0,Raleigh/Wake County CoC,2.37736178853322,0.221737617182869
367,Northwest North Carolina CoC,NC-516,Rural CoCs,449,111,29,0,140,309,206,76,10,0,86,120,243,35,19,54,189,84,12,5,17,67,15,12,0,12,3,13,10,0,10,3,2,2,2,0,2,2,0,0,2,0,24,3,1,0,4,20,0,0,0,0,0,0,24,3,1,0,4,20,20,1,2,3,17,0,0,0,0,0,20,1,2,3,17,21,1,2,3,18,875,104,31,0,135,740,284,65,14,0,79,205,591,39,17,56,535,190,15,5,20,170,40,6,0,6,34,33,6,0,6,27,7,0,0,7,20,6,14,1314,118,44,0,162,1152,1123,82,33,0,115,1008,191,36,11,47,144,65,12,5,17,48,260,20,240,0,Northwest North Carolina CoC,5.45797853404679,0.653741480857154
